ra,ano,fase,fase_ideal,defasagem,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,genero,idade,ano_ingresso,instituicao_ensino,indicado_bolsa,atingiu_pv,num_avaliacoes,defasagem_cat,risco_defasagem
RA-775,2022,0,2,-2,Quartzo,5.79,7.9,5.7,4.4,,5.7,6.417,5.0,5.5,5.8,,Masculino,10.0,2021,Escola Pública,Não,Não,2.0,Severa,1
RA-776,2022,0,1,-1,Quartzo,3.898,0.0,4.3,4.4,,1.7,6.333,5.0,0.0,3.3,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-777,2022,0,0,0,Ametista,7.096,8.0,7.7,7.5,,5.3,7.0,10.0,6.5,4.0,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-778,2022,0,1,-1,Ametista,7.432,10.0,6.7,7.5,,7.1,8.833,5.0,6.0,8.2,,Feminino,9.0,2021,Escola Pública,Não,Sim,2.0,Moderada,1
RA-779,2022,0,2,-2,Quartzo,5.702,9.5,5.0,7.5,,2.6,7.083,5.0,2.2,3.0,,Masculino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-780,2022,0,1,-1,Ágata,6.955,8.0,7.6,7.5,,6.9,7.167,5.0,6.3,7.5,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-781,2022,0,1,-1,Ametista,7.786,10.0,8.9,7.5,,8.3,7.75,5.0,8.0,8.5,,Feminino,9.0,2021,Escola Pública,Não,Não,2.0,Moderada,1
RA-782,2022,0,0,0,Ametista,7.485,9.5,8.4,7.5,,6.0,7.0,10.0,5.7,6.3,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-783,2022,0,0,0,Ágata,6.996,9.5,5.8,7.5,,6.0,6.917,10.0,4.7,7.3,,Masculino,8.0,2021,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-784,2022,0,1,-1,Topázio,8.34,9.5,10.0,7.5,,8.2,9.25,5.0,7.8,8.5,,Masculino,9.0,2022,Escola Pública,Não,Sim,2.0,Moderada,1
RA-785,2022,0,1,-1,Ametista,7.642,9.0,8.6,7.5,,8.4,7.667,5.0,8.8,8.0,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-786,2022,0,2,-2,Ágata,7.004,9.0,9.5,5.6,,6.1,7.167,5.0,6.3,5.8,,Masculino,11.0,2019,Escola Pública,Não,Não,2.0,Severa,1
RA-787,2022,0,0,0,Ametista,7.205,8.5,9.5,7.5,,3.4,7.25,10.0,4.2,2.7,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-788,2022,0,0,0,Topázio,8.264,10.0,9.3,5.6,,8.0,8.667,10.0,7.8,8.2,,Masculino,8.0,2021,Rede Decisão,Não,Sim,2.0,Em fase/Avancado,0
RA-789,2022,0,0,0,Ametista,7.405,9.0,9.4,7.5,,4.2,7.417,10.0,3.7,4.7,,Feminino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-790,2022,0,2,-2,Ametista,7.504,9.0,8.9,7.5,,7.8,7.417,5.0,8.5,7.2,,Feminino,11.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-791,2022,0,2,-2,Ametista,7.507,9.5,8.7,7.5,,6.5,8.5,5.0,6.3,6.7,,Feminino,11.0,2022,Escola Pública,Não,Sim,2.0,Severa,1
RA-792,2022,0,1,-1,Ágata,7.025,9.5,8.0,7.5,,6.2,7.167,5.0,6.5,5.8,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-793,2022,0,2,-2,Ágata,6.894,9.5,7.6,7.5,,6.0,7.333,5.0,6.0,6.0,,Masculino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-794,2022,0,0,0,Ametista,7.335,9.5,8.9,7.5,,4.1,7.333,10.0,3.7,4.5,,Feminino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-795,2022,0,0,0,Topázio,8.064,9.0,9.7,7.5,,7.3,7.333,10.0,8.0,6.5,,Feminino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-796,2022,0,2,-2,Ametista,7.232,9.5,9.3,7.5,,5.4,7.667,5.0,5.8,5.0,,Feminino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-797,2022,0,2,-2,Ametista,7.217,9.0,8.5,7.5,,7.3,7.5,5.0,8.2,6.5,,Masculino,10.0,2021,Escola Pública,Não,Não,2.0,Severa,1
RA-798,2022,0,2,-2,Ametista,7.049,8.0,8.3,7.5,,6.3,7.667,5.0,7.0,5.7,,Masculino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-799,2022,0,2,-2,Ametista,7.676,8.0,9.6,7.5,,7.8,7.917,5.0,8.5,7.2,,Feminino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-800,2022,0,0,0,Ágata,6.818,8.0,5.4,7.5,,6.1,7.5,10.0,6.3,5.8,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-801,2022,0,1,-1,Ágata,6.644,7.0,6.6,7.5,,6.8,7.5,5.0,7.2,6.3,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-802,2022,0,1,-1,Ametista,7.831,9.0,9.0,7.5,,8.3,8.333,5.0,9.0,7.5,,Masculino,9.0,2021,Escola Pública,Não,Não,2.0,Moderada,1
RA-803,2022,0,2,-2,Ágata,6.98,10.0,7.2,7.5,,6.3,7.417,5.0,6.5,6.0,,Feminino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-804,2022,0,2,-2,Ágata,6.848,10.0,8.4,6.3,,4.8,7.667,5.0,5.5,4.0,,Masculino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-805,2022,0,0,0,Topázio,8.279,9.5,9.0,7.5,,8.8,7.333,10.0,8.7,8.9,,Masculino,8.0,2021,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-806,2022,0,0,0,Ametista,7.561,9.5,7.3,7.5,,6.6,7.917,10.0,5.0,8.2,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-807,2022,0,0,0,Topázio,8.121,9.5,8.7,6.3,,9.0,7.5,10.0,9.5,8.6,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-808,2022,0,0,0,Topázio,8.361,10.0,9.1,6.3,,9.3,8.0,10.0,9.7,8.8,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-809,2022,0,0,0,Ametista,7.259,10.0,6.6,6.3,,6.3,7.417,10.0,5.5,7.1,,Masculino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-810,2022,0,0,0,Ametista,7.887,8.5,9.1,5.0,,9.6,7.25,10.0,9.7,9.5,,Masculino,8.0,2021,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-811,2022,0,1,-1,Ágata,6.575,8.9,5.7,5.6,,7.3,7.667,5.0,8.9,5.7,,Feminino,9.0,2021,Escola Pública,Não,Não,2.0,Moderada,1
RA-812,2022,0,0,0,Ametista,7.497,9.0,8.1,5.6,,7.4,7.333,10.0,8.3,6.6,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-813,2022,0,0,0,Ametista,7.093,9.5,6.5,6.9,,6.0,7.417,10.0,6.7,5.3,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-814,2022,0,1,-1,Ametista,7.592,8.9,9.0,6.9,,7.5,8.417,5.0,7.8,7.2,,Masculino,9.0,2022,Escola Pública,Não,Sim,2.0,Moderada,1
RA-815,2022,0,1,-1,Ágata,6.81,10.0,7.9,5.6,,6.5,7.0,5.0,7.7,5.3,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-816,2022,0,1,-1,Topázio,8.513,10.0,9.3,7.5,,9.6,9.417,5.0,9.5,9.7,,Feminino,9.0,2022,Escola Pública,Sim,Sim,2.0,Moderada,1
RA-817,2022,0,0,0,Ametista,7.819,10.0,8.7,6.3,,7.1,7.417,10.0,7.7,6.5,,Feminino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-818,2022,0,0,0,Ametista,7.483,9.5,7.3,7.5,,6.2,7.5,10.0,6.5,5.8,,Masculino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-819,2022,0,0,0,Ametista,7.741,10.0,7.9,7.5,,7.3,7.333,10.0,8.0,6.5,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-820,2022,0,1,-1,Ametista,7.417,9.5,10.0,6.9,,6.0,7.583,5.0,7.7,4.3,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-821,2022,0,2,-2,Ágata,6.342,9.0,7.0,7.5,,4.6,6.917,5.0,5.2,4.0,,Masculino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-822,2022,0,2,-2,Ágata,6.922,8.0,8.4,7.5,,6.1,7.083,5.0,6.5,5.7,,Masculino,10.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-823,2022,0,2,-2,Quartzo,5.989,10.0,6.0,7.5,,2.8,7.167,5.0,4.0,1.7,,Feminino,10.0,2021,Escola Pública,Não,Não,2.0,Severa,1
RA-824,2022,0,0,0,Ágata,6.799,10.0,4.4,6.9,,6.0,7.333,10.0,7.0,5.0,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-825,2022,0,1,-1,Ametista,7.25,7.5,8.2,6.9,,7.6,7.917,5.0,8.3,6.8,,Feminino,9.0,2021,Escola Pública,Não,Não,2.0,Moderada,1
RA-826,2022,0,0,0,Ametista,7.776,9.5,9.6,7.5,,5.4,7.5,10.0,4.3,6.5,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-827,2022,0,2,-2,Ametista,7.412,9.5,7.0,7.5,,7.6,8.667,5.0,7.7,7.5,,Feminino,10.0,2022,Escola Pública,Não,Sim,2.0,Severa,1
RA-828,2022,0,1,-1,Ametista,7.139,9.5,7.1,7.5,,6.9,7.833,5.0,7.3,6.5,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-829,2022,0,0,0,Ametista,8.003,9.0,8.6,7.5,,7.8,7.5,10.0,8.2,7.5,,Feminino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-830,2022,0,1,-1,Ametista,7.234,10.0,8.6,7.5,,6.0,7.5,5.0,5.8,6.2,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-831,2022,0,1,-1,Ametista,7.41,9.5,9.2,7.5,,7.2,7.167,5.0,7.3,7.0,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-832,2022,0,1,-1,Topázio,8.179,10.0,9.2,7.5,,8.8,8.833,5.0,8.8,8.8,,Masculino,9.0,2022,Escola Pública,Não,Sim,2.0,Moderada,1
RA-833,2022,0,1,-1,Ametista,7.791,10.0,9.5,7.5,,7.8,7.583,5.0,8.2,7.5,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-834,2022,0,1,-1,Topázio,8.136,9.0,9.0,7.5,,9.0,9.083,5.0,9.2,8.8,,Masculino,9.0,2022,Escola Pública,Não,Sim,2.0,Moderada,1
RA-835,2022,0,0,0,Ametista,7.263,6.9,7.3,7.5,,7.5,6.667,10.0,7.6,7.3,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-836,2022,0,1,-1,Ametista,7.665,8.5,8.3,7.5,,9.2,7.583,5.0,9.0,9.3,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-837,2022,0,0,0,Topázio,8.207,8.5,9.0,7.5,,8.8,7.5,10.0,9.2,8.3,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-838,2022,0,1,-1,Ametista,7.461,10.0,7.4,7.5,,6.3,9.417,5.0,6.6,5.9,,Masculino,9.0,2022,Escola Pública,Sim,Sim,2.0,Moderada,1
RA-839,2022,0,1,-1,Quartzo,5.198,0.0,5.1,7.5,,5.4,6.583,5.0,5.8,5.0,,Feminino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-840,2022,0,0,0,Ametista,7.875,9.0,8.2,7.5,,7.8,7.5,10.0,9.6,5.9,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-841,2022,0,2,-2,Ametista,7.3,8.5,8.5,7.5,,7.2,7.5,5.0,8.6,5.8,,Masculino,11.0,2022,Escola Pública,Não,Não,2.0,Severa,1
RA-842,2022,0,0,0,Ametista,7.952,7.5,8.3,7.5,,9.1,8.25,10.0,9.1,9.1,,Feminino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-843,2022,0,0,0,Topázio,8.538,8.5,9.0,7.5,,9.2,8.417,10.0,9.8,8.5,,Feminino,8.0,2022,Escola Pública,Sim,Sim,2.0,Em fase/Avancado,0
RA-844,2022,0,0,0,Ágata,6.253,0.0,5.0,8.1,,5.9,8.333,10.0,6.0,5.8,,Masculino,8.0,2022,Escola Pública,Sim,Não,2.0,Em fase/Avancado,0
RA-845,2022,0,0,0,Topázio,8.491,10.0,8.8,7.5,,8.7,8.417,10.0,9.1,8.3,,Feminino,8.0,2022,Escola Pública,Não,Sim,2.0,Em fase/Avancado,0
RA-846,2022,0,0,0,Ametista,7.412,9.0,7.2,7.5,,5.9,7.917,10.0,7.7,4.0,,Feminino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-847,2022,0,1,-1,Ágata,6.839,7.9,8.2,4.4,,7.7,7.417,5.0,7.8,7.6,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-848,2022,0,1,-1,Ametista,7.488,9.5,7.0,7.5,,9.0,7.833,5.0,9.8,8.1,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-849,2022,0,1,-1,Ametista,7.369,8.5,8.3,7.5,,9.1,7.417,5.0,9.8,8.3,,Masculino,9.0,2022,Escola Pública,Não,Não,2.0,Moderada,1
RA-850,2022,0,0,0,Ametista,7.641,10.0,7.3,7.5,,8.5,7.167,10.0,8.1,8.8,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-851,2022,0,0,0,Ametista,7.515,9.0,7.9,7.5,,8.3,6.583,10.0,7.9,8.7,,Masculino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-852,2022,0,0,0,Quartzo,5.666,9.0,6.8,5.0,,2.1,5.5,10.0,2.5,1.8,,Feminino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-853,2022,0,0,0,Topázio,8.616,10.0,9.6,7.5,,8.5,8.5,10.0,8.8,8.2,,Feminino,8.0,2022,Escola Pública,Não,Sim,2.0,Em fase/Avancado,0
RA-854,2022,0,0,0,Topázio,8.098,8.0,9.0,7.5,,9.3,7.167,10.0,9.5,9.0,,Feminino,8.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-855,2022,0,1,-1,Topázio,8.453,10.0,9.6,7.5,,9.7,9.0,5.0,9.7,9.6,,Feminino,9.0,2022,Escola Pública,Não,Sim,2.0,Moderada,1
RA-856,2022,0,0,0,Topázio,8.398,10.0,9.1,7.5,,8.4,8.0,10.0,8.5,8.2,,Masculino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-857,2022,0,1,-1,Topázio,8.154,8.5,8.9,7.5,,9.5,9.083,5.0,9.6,9.3,,Feminino,9.0,2022,Escola Pública,Não,Sim,2.0,Moderada,1
RA-858,2022,0,0,0,Ametista,7.523,10.0,7.1,5.6,,7.7,7.333,10.0,8.4,6.9,,Masculino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-859,2022,0,0,0,Topázio,8.325,8.5,8.7,7.5,,8.9,8.25,10.0,9.4,8.4,,Feminino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-860,2022,0,0,0,Topázio,8.136,9.5,8.5,7.5,,8.1,7.75,10.0,8.9,7.2,,Masculino,7.0,2022,Escola Pública,Não,Não,2.0,Em fase/Avancado,0
RA-861,2023,0,0,0,Topázio,9.31095,9.5,10.0,8.13,8.4375,9.6,8.92,10.0,9.8,9.4,,Feminino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-862,2023,0,1,-1,Topázio,8.2212,8.5,9.1,8.14,7.5,8.9,8.585,5.0,8.5,9.2,,Masculino,9.0,2023,Pública,,,2.0,Moderada,1
RA-863,2023,0,0,0,Quartzo,5.92975,0.0,7.6,3.14,5.9375,6.3,6.26,10.0,7.0,5.5,,Masculino,7.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-864,2023,0,0,0,Ametista,7.034,0.0,7.6,8.14,7.5,6.3,8.5,10.0,7.0,5.5,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-865,2023,0,0,0,Topázio,8.1552,8.5,8.7,7.52,7.5,7.4,7.915,10.0,7.3,7.5,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-866,2023,0,0,0,Ametista,7.679,0.0,8.3,8.76,7.5,8.6,8.415,10.0,8.2,8.9,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-867,2023,0,0,0,Topázio,8.6992,9.0,8.6,8.76,7.5,8.9,8.415,10.0,8.7,9.0,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-868,2023,0,0,0,Topázio,8.63895,10.0,9.5,8.76,7.1875,7.1,8.67,10.0,7.8,6.3,,Masculino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-869,2023,0,0,0,Topázio,9.2587,9.0,10.0,8.76,8.125,9.6,8.75,10.0,9.8,9.4,,Feminino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-870,2023,0,1,-1,Quartzo,4.909,0.0,8.5,8.76,5.0,1.5,5.165,5.0,2.0,1.0,,Feminino,9.0,2023,Pública,,,2.0,Moderada,1
RA-871,2023,0,1,-1,Ágata,6.8617,9.0,9.5,3.76,4.375,6.9,6.84,5.0,6.8,7.0,,Masculino,9.0,2023,Pública,,,2.0,Moderada,1
RA-872,2023,0,2,-2,Quartzo,5.267,0.0,6.7,2.52,6.25,4.3,8.5,5.0,5.5,3.0,,Feminino,10.0,2023,Pública,,,2.0,Severa,1
RA-873,2023,0,2,-2,Ametista,7.8012,8.5,9.7,7.52,6.25,7.0,8.67,5.0,7.2,6.8,,Feminino,,2023,Pública,,,2.0,Severa,1
RA-874,2023,0,1,-1,Quartzo,5.811,0.0,8.2,7.52,6.25,4.8,6.67,5.0,6.3,3.3,,Masculino,9.0,2023,Pública,,,2.0,Moderada,1
RA-875,2023,0,1,-1,Topázio,8.2712,9.5,9.5,7.52,7.5,7.3,9.845,5.0,7.0,7.5,,Masculino,9.0,2023,Pública,,,2.0,Moderada,1
RA-876,2023,0,0,0,Topázio,8.6492,10.0,9.4,7.52,7.5,7.5,8.835,10.0,7.3,7.7,,Masculino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-877,2023,0,1,-1,Ametista,7.4722,9.5,9.5,7.52,5.0,6.9,7.5,5.0,7.5,6.2,,Masculino,9.0,2023,Pública,,,2.0,Moderada,1
RA-878,2023,0,2,-2,Ágata,6.24,0.0,9.5,2.52,5.0,8.1,7.34,5.0,8.0,8.2,,Masculino,10.0,2023,Pública,,,2.0,Severa,1
RA-879,2023,0,1,-1,Ágata,6.8225,0.0,9.8,2.52,6.875,8.2,8.915,5.0,8.2,8.2,,Feminino,,2023,Pública,,,2.0,Moderada,1
RA-880,2023,0,0,0,Ágata,6.724,0.0,9.4,2.52,6.25,6.3,8.585,10.0,6.3,6.2,,Feminino,7.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-881,2023,0,0,0,Ametista,7.7322,10.0,8.9,7.52,5.0,7.3,6.25,10.0,7.5,7.0,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-882,2023,0,0,0,Ágata,6.0092,9.0,8.6,2.52,3.75,4.7,4.16,10.0,4.8,4.5,,Feminino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-883,2023,0,0,0,Topázio,8.5082,9.5,9.7,6.89,6.25,8.4,8.17,10.0,8.0,8.7,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-884,2023,0,0,0,Topázio,8.4587,9.0,9.7,4.39,6.875,8.8,8.66,10.0,8.4,9.2,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-885,2023,0,0,0,Topázio,8.8252,9.0,9.8,7.52,7.5,8.7,8.665,10.0,8.5,8.8,,Masculino,7.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-886,2023,0,0,0,Topázio,8.6422,8.5,9.4,7.52,7.5,8.1,9.0,10.0,7.6,8.5,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-887,2023,0,0,0,Topázio,8.6718,8.9,8.9,7.52,7.5,8.4,9.09,10.0,7.8,9.0,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-888,2023,0,0,0,Topázio,8.9182,9.0,10.0,7.52,7.5,8.8,8.83,10.0,8.2,9.3,,Masculino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-889,2023,0,0,0,Topázio,8.8092,8.5,9.5,6.89,7.5,9.1,9.0,10.0,8.7,9.5,,Masculino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-890,2023,0,0,0,Ágata,6.989,0.0,9.1,2.52,6.25,8.3,8.16,10.0,8.0,8.6,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-891,2023,0,1,-1,Ametista,7.8882,9.5,9.5,6.89,7.5,7.5,7.995,5.0,6.2,8.8,,Feminino,,2023,Pública,,,2.0,Moderada,1
RA-684,2023,0,0,0,Ametista,7.4277,9.0,8.1,7.52,6.875,6.5,5.84,10.0,8.3,4.7,,Masculino,8.0,2022,Privada,,,2.0,Em fase/Avancado,0
RA-892,2023,0,0,0,Topázio,8.8112,8.0,9.6,6.89,7.5,8.3,10.01,10.0,8.5,8.0,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-857,2023,0,1,-1,Topázio,8.1442,8.5,9.0,7.52,7.5,8.5,9.01,5.0,8.7,8.2,,Feminino,9.0,2022,Pública,,,2.0,Moderada,1
RA-893,2023,0,1,-1,Topázio,8.8042,9.5,10.0,7.52,7.5,9.3,10.01,5.0,9.5,9.0,,Masculino,,2023,Pública,,,2.0,Moderada,1
RA-894,2023,0,1,-1,Topázio,8.8142,9.5,9.9,7.52,7.5,9.4,10.01,5.0,9.3,9.5,,Feminino,9.0,2023,Pública,,,2.0,Moderada,1
RA-690,2023,0,2,-2,Topázio,8.6112,9.0,9.8,6.89,7.5,9.1,10.01,5.0,9.3,8.8,,Feminino,,2022,Pública,,,2.0,Severa,1
RA-895,2023,0,0,0,Topázio,8.5397,9.5,9.5,7.52,6.875,6.8,9.5,10.0,6.8,6.7,,Feminino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-896,2023,0,0,0,Topázio,9.0912,9.5,10.0,6.89,7.5,8.5,10.01,10.0,9.0,8.0,,Masculino,7.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-693,2023,0,0,0,Topázio,9.0112,10.0,9.4,6.89,7.5,8.5,10.01,10.0,8.2,8.7,,Feminino,,2022,Pública,,,2.0,Em fase/Avancado,0
RA-675,2023,0,0,0,Topázio,8.3577,10.0,8.0,7.52,6.875,8.3,8.34,10.0,8.5,8.0,,Masculino,,2022,Pública,,,2.0,Em fase/Avancado,0
RA-850,2023,0,1,-1,Ágata,6.06525,0.0,7.9,6.26,6.5625,7.3,6.265,5.0,6.8,7.7,,Masculino,9.0,2022,Pública,,,2.0,Moderada,1
RA-897,2023,0,1,-1,Quartzo,5.48225,0.0,8.1,7.52,6.5625,6.5,3.32,5.0,7.2,5.7,,Masculino,,2023,Pública,,,2.0,Moderada,1
RA-842,2023,0,1,-1,Ametista,7.2117,9.0,8.5,3.77,5.625,7.9,8.01,5.0,8.2,7.5,,Feminino,9.0,2022,Pública,,,2.0,Moderada,1
RA-898,2023,0,1,-1,Topázio,8.4217,9.0,9.8,3.77,8.125,9.4,10.01,5.0,9.7,9.0,,Masculino,,2023,Pública,,,2.0,Moderada,1
RA-899,2023,0,0,0,Topázio,8.8452,10.0,9.8,3.77,7.5,9.5,9.34,10.0,9.3,9.6,,Masculino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-900,2023,0,0,0,Topázio,8.8947,9.0,9.8,9.38,8.125,7.8,8.67,10.0,8.0,7.5,,Feminino,8.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-846,2023,0,0,0,Ametista,7.4637,9.5,8.2,3.77,5.625,6.0,8.67,10.0,6.3,5.7,,Feminino,8.0,2022,Pública,,,2.0,Em fase/Avancado,0
RA-901,2023,0,2,-2,Ametista,7.3112,8.5,8.7,3.77,6.25,7.5,8.595,5.0,7.7,7.3,,Masculino,10.0,2023,Pública,,,2.0,Severa,1
RA-743,2023,0,2,-2,Ágata,6.659,0.0,9.1,3.77,7.5,7.1,9.01,5.0,7.3,6.8,,Feminino,10.0,2022,Pública,,,2.0,Severa,1
RA-681,2023,0,2,-2,Ágata,6.2955,0.0,7.8,3.77,5.625,8.3,8.18,5.0,8.8,7.8,,Masculino,10.0,2022,Pública,,,2.0,Severa,1
RA-902,2023,0,3,-3,Quartzo,5.97345,10.0,9.3,2.52,5.3125,3.9,6.5,2.5,4.5,3.3,,Masculino,12.0,2023,Pública,,,2.0,Severa,1
RA-903,2023,0,0,0,Topázio,8.5242,10.0,9.6,5.02,7.5,7.8,9.01,10.0,7.7,7.8,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-851,2023,0,1,-1,Ágata,6.1683,8.4,7.5,2.52,5.625,6.6,6.01,5.0,6.8,6.3,,Masculino,,2022,Pública,,,2.0,Moderada,1
RA-847,2023,0,2,-2,Ágata,6.5418,7.9,9.1,2.52,5.0,7.6,5.84,5.0,7.5,7.6,,Masculino,10.0,2022,Pública,,,2.0,Severa,1
RA-904,2023,0,0,0,Topázio,8.140783333,9.0,9.3,7.52,7.8125,6.4,7.836666667,10.0,6.0,6.8,,Feminino,,2023,Pública,,,2.0,Em fase/Avancado,0
RA-858,2023,0,0,0,Ametista,7.248833333,0.0,8.1,3.77,8.125,9.3,7.946666667,10.0,9.3,9.2,,Masculino,,2022,Pública,,,2.0,Em fase/Avancado,0
RA-905,2023,0,1,-1,Ametista,7.831033333,9.5,9.4,7.52,6.875,8.3,7.056666667,5.0,7.5,9.0,,Masculino,9.0,2023,Pública,,,2.0,Moderada,1
RA-702,2023,0,1,-1,Topázio,8.239866667,10.0,10.0,5.63,7.5,9.3,7.833333333,5.0,9.3,9.3,,Feminino,,2022,Pública,,,2.0,Moderada,1
RA-725,2023,0,1,-1,Topázio,8.117366667,9.5,9.0,7.52,8.125,8.4,8.113333333,5.0,8.1,8.7,,Masculino,9.0,2022,Pública,,,2.0,Moderada,1
